id,host_id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,reviews_per_month,crime,year,# point of interest
27402246,171503602,,,f,1.0,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026.0,Los Angeles,"Los Angeles, CA",US,United States,34.08375,-118.25794,House,Private room,2,1.0,0.0,1.0,,85.0,,,,$80.00,1,$0.00,1,1125,16 months ago,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,0.19,47879.0,2019.0,
5627346,9355137,within an hour,100%,f,2.0,"Los Angeles, CA, United States",Cahuenga Pass,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068.0,Los Angeles,"Los Angeles, CA",US,United States,34.12595,-118.3484,Loft,Private room,1,2.0,2.0,2.0,,69.0,$450.00,"$1,595.00",$500.00,$100.00,1,$35.00,30,1125,5 weeks ago,4,34,64,154,9,98.0,10.0,10.0,10.0,10.0,0.16,47879.0,2019.0,
39090938,299617303,within an hour,100%,f,0.0,"Los Angeles, CA, United States",Mid-Wilshire,East Hollywood,City of Los Angeles,Los Angeles,CA,90004.0,Los Angeles,"Los Angeles, CA",US,United States,34.08155,-118.3069,House,Private room,5,1.0,2.0,3.0,,150.0,,,$500.00,$80.00,1,$0.00,1,27,4 days ago,3,24,54,144,3,93.0,9.0,9.0,10.0,9.0,1.7,47879.0,2019.0,
20678163,4271811,,,f,2.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,34.00108,-118.44092,House,Private room,2,1.0,1.0,1.0,,81.0,,,$500.00,$50.00,2,$0.00,3,354,5 days ago,0,0,0,95,4,95.0,10.0,10.0,10.0,10.0,0.26,47879.0,2019.0,
5299075,3118435,within a few hours,93%,f,9.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90401.0,Los Angeles,"Santa Monica, CA",US,United States,34.01943,-118.491,Apartment,Entire home/apt,3,1.0,1.0,2.0,,94.0,,,,$150.00,2,$0.00,30,1125,4 days ago,30,60,90,365,56,87.0,9.0,9.0,10.0,9.0,0.97,7166.0,2019.0,
28993251,65426971,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90036.0,Los Angeles,"Los Angeles, CA",US,United States,34.06673,-118.3488,Condominium,Entire home/apt,6,2.0,2.0,3.0,,225.0,,,$300.00,$120.00,3,$20.00,3,31,3 days ago,2,22,29,29,30,98.0,10.0,10.0,10.0,10.0,2.12,47879.0,2019.0,
13831673,52472476,within a few hours,100%,f,2.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90004.0,Los Angeles,"Los Angeles, CA",US,United States,34.07411,-118.3116,House,Private room,2,1.5,1.0,1.0,,60.0,,,"$1,800.00",$200.00,1,$0.00,30,1125,4 days ago,10,10,10,10,2,90.0,10.0,9.0,10.0,10.0,0.29,47879.0,2019.0,20.0
9826055,49378661,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Silver Lake,Silver Lake,City of Los Angeles,Los Angeles,CA,90026.0,Los Angeles,"Los Angeles, CA",US,United States,34.0853,-118.27303,Bungalow,Entire home/apt,3,1.0,1.0,1.0,,58.0,,,$0.00,$90.00,2,$50.00,2,10,a week ago,0,0,0,0,56,99.0,10.0,10.0,10.0,10.0,2.02,47879.0,2019.0,20.0
34320302,259107269,within an hour,100%,t,1.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91501.0,Los Angeles,"Burbank, CA",US,United States,34.18537,-118.28978,House,Entire home/apt,10,3.5,4.0,5.0,,298.0,,,$500.00,$250.00,1,$0.00,3,90,4 days ago,10,40,61,142,16,100.0,10.0,10.0,10.0,10.0,2.39,8775.0,2019.0,
523833,1466173,within a few hours,81%,f,23.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90005.0,Los Angeles,"Los Angeles, CA",US,United States,34.05958,-118.29356,Apartment,Private room,3,2.0,1.0,2.0,260.0,65.0,$325.00,"$1,300.00",,$10.00,2,$10.00,30,1125,3 months ago,22,52,82,357,131,81.0,8.0,6.0,9.0,9.0,1.44,47879.0,2019.0,
22153010,119162556,within an hour,100%,t,3.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91505.0,Los Angeles,"Burbank, CA",US,United States,34.17221,-118.35592,House,Private room,1,1.0,1.0,1.0,,50.0,,,$500.00,$50.00,1,$20.00,2,365,9 months ago,14,44,74,349,22,95.0,9.0,10.0,10.0,10.0,0.94,8775.0,2019.0,
33409412,17927363,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-City,City of Los Angeles,Los Angeles,CA,90035.0,Los Angeles,"Los Angeles, CA",US,United States,34.051359999999995,-118.36818,Apartment,Entire home/apt,4,2.5,2.0,2.0,,150.0,,,$150.00,$100.00,2,$10.00,3,90,5 days ago,0,0,0,0,23,98.0,10.0,10.0,10.0,10.0,3.07,47879.0,2019.0,
2299803,11748255,within an hour,100%,t,3.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90004.0,Los Angeles,"Los Angeles, CA",US,United States,34.07185,-118.30821,Apartment,Private room,1,1.0,1.0,1.0,175.0,42.0,$350.00,$995.00,$300.00,$89.00,1,$25.00,30,90,2 months ago,0,0,0,0,22,97.0,10.0,9.0,10.0,10.0,0.31,47879.0,2019.0,
25359357,191495668,within an hour,97%,t,5.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90020.0,Los Angeles,"Los Angeles, CA",US,United States,34.06372,-118.29479,Apartment,Private room,3,1.0,1.0,2.0,,65.0,,,$100.00,$30.00,2,$30.00,1,1100,today,13,40,40,75,91,96.0,10.0,9.0,9.0,10.0,4.96,47879.0,2019.0,
3596010,5437571,within a few hours,100%,t,1.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,33.99604,-118.4387,Guest suite,Entire home/apt,2,1.0,1.0,1.0,,115.0,$999.00,"$4,000.00",$500.00,$60.00,2,$25.00,3,365,2 weeks ago,9,38,68,68,160,99.0,10.0,10.0,10.0,10.0,2.45,47879.0,2019.0,
16148667,105389219,within an hour,100%,t,4.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90815.0,Los Angeles,"Long Beach, CA",US,United States,33.80128,-118.13096000000002,House,Private room,1,1.0,1.0,1.0,,100.0,,,$100.00,$50.00,1,$30.00,1,1125,1 week ago,0,0,0,0,34,98.0,10.0,10.0,10.0,10.0,0.99,148.0,2019.0,20.0
33222092,97116239,within an hour,99%,f,8.0,"Los Angeles, CA, United States",South LA,Vermont Square,City of Los Angeles,Los Angeles,CA,90062.0,Los Angeles,"Los Angeles, CA",US,United States,33.99864,-118.30311,House,Private room,3,2.0,1.0,2.0,,55.0,,,$500.00,$25.00,2,$15.00,1,29,2 weeks ago,4,24,54,54,30,91.0,9.0,9.0,10.0,8.0,4.15,47879.0,2019.0,
7436100,20284504,within an hour,100%,t,6.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90069.0,Los Angeles,"West Hollywood, CA",US,United States,34.08641,-118.38293,Apartment,Entire home/apt,10,2.0,4.0,4.0,,225.0,,,$0.00,$150.00,6,$30.00,30,1125,3 weeks ago,0,0,30,305,306,97.0,10.0,9.0,10.0,10.0,5.77,27938.0,2019.0,20.0
7828142,41206741,within a few hours,100%,f,1.0,"Los Angeles, CA, United States",North Hills East,North Hills,City of Los Angeles,Los Angeles,CA,91343.0,Los Angeles,"Los Angeles, CA",US,United States,34.23903,-118.46233,House,Private room,1,1.0,1.0,1.0,,40.0,$180.00,$650.00,$0.00,$0.00,1,$20.00,3,60,3 months ago,21,33,63,338,14,100.0,10.0,10.0,10.0,10.0,0.27,47879.0,2019.0,9.0
6088406,30850484,within a day,82%,t,28.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90015.0,Los Angeles,"Los Angeles, CA",US,United States,34.04475,-118.25672,Serviced apartment,Entire home/apt,4,1.0,1.0,1.0,,319.0,,"$6,644.00",$0.00,$75.00,2,$30.00,1,27,7 weeks ago,30,60,90,365,5,100.0,10.0,10.0,10.0,10.0,0.22,47879.0,2019.0,
35271258,249995991,,,,,"Los Angeles, CA, United States",South LA,Vermont Square,City of Los Angeles,Los Angeles,CA,90037.0,Los Angeles,"Los Angeles, CA",US,United States,33.99965,-118.2866,House,Private room,4,1.0,1.0,2.0,,79.0,,,$100.00,$30.00,4,$20.00,31,180,3 weeks ago,0,0,0,0,37,92.0,9.0,10.0,10.0,9.0,5.94,47879.0,2019.0,
19645928,130918581,within an hour,97%,f,14.0,"Los Angeles, CA, United States",Westlake,Westlake,City of Los Angeles,Los Angeles,CA,90017.0,Los Angeles,"Los Angeles, CA",US,United States,34.05399,-118.26111000000002,Apartment,Entire home/apt,6,1.0,1.0,4.0,,150.0,,,,$74.00,3,$20.00,1,29,2 weeks ago,19,44,74,164,113,94.0,9.0,9.0,10.0,10.0,3.87,47879.0,2019.0,20.0
18693680,15203737,within a day,50%,t,1.0,"Los Angeles, CA, United States",Highland Park,Highland Park,City of Los Angeles,Los Angeles,CA,90042.0,Los Angeles,"Los Angeles, CA",US,United States,34.11016,-118.18972,Loft,Entire home/apt,3,1.0,0.0,1.0,,100.0,,,$100.00,$65.00,2,$10.00,30,30,31 months ago,27,57,87,87,8,100.0,10.0,10.0,10.0,10.0,0.51,47879.0,2019.0,20.0
38192920,127071228,within a day,92%,f,4.0,"Los Angeles, CA, United States",Bel Air/Beverly Crest,Bel-Air,City of Los Angeles,Los Angeles,CA,90049.0,Los Angeles,"Los Angeles, CA",US,United States,34.081309999999995,-118.47191,House,Private room,1,1.0,1.0,1.0,,70.0,,,$200.00,$50.00,1,$10.00,1,1125,3 days ago,30,60,90,365,1,100.0,10.0,10.0,10.0,10.0,0.36,47879.0,2019.0,
16169725,36115965,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291.0,Los Angeles,"Los Angeles, CA",US,United States,33.99577,-118.46276,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,,180.0,,,,$60.00,1,$0.00,3,1125,6 months ago,13,43,73,73,26,99.0,10.0,10.0,10.0,10.0,1.17,47879.0,2019.0,20.0
21277942,153922576,within an hour,100%,t,1.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91505.0,Los Angeles,"Burbank, CA",US,United States,34.1683,-118.33407,Guesthouse,Entire home/apt,2,1.0,0.0,0.0,,75.0,,,$100.00,$40.00,1,$0.00,2,21,2 months ago,6,29,57,144,114,98.0,10.0,10.0,10.0,10.0,4.5,8775.0,2019.0,
19442748,8097561,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90013.0,Los Angeles,"Los Angeles, CA",US,United States,34.04954,-118.25215,Loft,Entire home/apt,4,1.0,0.0,2.0,,99.0,,,$0.00,$75.00,4,$50.00,1,30,a week ago,4,11,28,30,156,96.0,10.0,9.0,10.0,10.0,5.23,47879.0,2019.0,20.0
10995770,19205906,within an hour,100%,t,2.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90806.0,Los Angeles,"Long Beach, CA",US,United States,33.797470000000004,-118.19519,House,Entire home/apt,3,1.0,1.0,1.0,,106.0,$550.00,"$2,200.00",$300.00,$75.00,2,$10.00,2,1125,7 weeks ago,8,31,58,58,102,96.0,10.0,9.0,10.0,10.0,2.28,148.0,2019.0,20.0
38451988,56257157,within an hour,100%,f,9.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90803.0,Los Angeles,"Long Beach, CA",US,United States,33.765159999999995,-118.14642,Apartment,Entire home/apt,2,1.0,1.0,1.0,,99.0,,,,,1,$0.00,3,21,2 months ago,27,57,87,177,2,100.0,10.0,9.0,10.0,10.0,1.54,148.0,2019.0,
37970815,287893773,within an hour,100%,f,4.0,"Los Angeles, CA, United States",North Hollywood,North Hollywood,City of Los Angeles,Los Angeles,CA,91606.0,Los Angeles,"Los Angeles, CA",US,United States,34.18015,-118.39202,House,Private room,4,1.0,1.0,1.0,,86.0,,,,,2,$10.00,1,14,a week ago,28,58,87,87,10,90.0,9.0,9.0,9.0,9.0,4.92,47879.0,2019.0,
36692671,2424642,within an hour,100%,f,3.0,"Los Angeles, CA, United States",Mid-Wilshire,Hancock Park,City of Los Angeles,Los Angeles,CA,90020.0,Los Angeles,"Los Angeles, CA",US,United States,34.06615,-118.33643,House,Private room,1,1.0,1.0,1.0,,105.0,,,$0.00,$35.00,1,$25.00,2,7,today,14,44,74,164,5,100.0,10.0,10.0,10.0,10.0,1.1,47879.0,2019.0,
32013551,2682536,within a few hours,100%,f,14.0,"Los Angeles, CA, United States",South LA,Exposition Park,City of Los Angeles,Los Angeles,CA,90018.0,Los Angeles,"Los Angeles, CA",US,United States,34.0202,-118.31417,Bed and breakfast,Shared room,16,2.5,1.0,14.0,,45.0,,,$0.00,$15.00,1,$35.00,30,1125,5 months ago,1,1,1,1,11,94.0,9.0,9.0,10.0,9.0,1.25,47879.0,2019.0,
13787219,15897862,within a day,65%,f,3.0,"Los Angeles, CA, United States",West Los Angeles,Sawtelle,City of Los Angeles,Los Angeles,CA,90025.0,Los Angeles,"Los Angeles, CA",US,United States,34.047979999999995,-118.46233,Apartment,Entire home/apt,2,1.0,1.0,1.0,,199.0,,,$0.00,$126.00,1,$0.00,1,1125,5 days ago,12,42,72,347,64,83.0,9.0,8.0,9.0,10.0,1.56,47879.0,2019.0,20.0
4901207,25229156,within an hour,100%,f,6.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028.0,Los Angeles,"Los Angeles, CA",US,United States,34.0948,-118.33802,House,Entire home/apt,6,2.0,2.0,3.0,,205.0,"$1,200.00","$4,200.00",$200.00,$115.00,4,$25.00,30,1125,7 weeks ago,17,47,77,310,52,96.0,10.0,10.0,9.0,10.0,0.88,47879.0,2019.0,
11613407,29605081,within an hour,99%,t,8.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90005.0,Los Angeles,"Los Angeles, CA",US,United States,34.06384,-118.29671,Apartment,Entire home/apt,6,2.0,2.0,3.0,,99.0,,,$150.00,$85.00,6,$20.00,1,1125,2 days ago,13,34,64,339,225,97.0,10.0,10.0,10.0,10.0,5.02,47879.0,2019.0,20.0
20413492,145550692,,,f,1.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,34.00759,-118.42729,Apartment,Private room,1,1.0,1.0,2.0,,50.0,,,,,1,$0.00,2,30,13 months ago,0,0,0,0,6,93.0,9.0,8.0,9.0,10.0,0.34,47879.0,2019.0,
22536227,42912982,within an hour,100%,t,2.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90808.0,Los Angeles,"Long Beach, CA",US,United States,33.81222,-118.09424,House,Entire home/apt,7,2.0,3.0,3.0,,130.0,,,$0.00,$60.00,1,$0.00,4,14,22 months ago,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,0.09,148.0,2019.0,
21456807,1504840,within a day,90%,f,2.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90019.0,Los Angeles,"Los Angeles, CA",US,United States,34.052640000000004,-118.35125,Townhouse,Entire home/apt,6,3.0,3.0,3.0,,279.0,,,$500.00,$95.00,1,$0.00,30,1125,2 months ago,4,34,64,306,7,100.0,10.0,10.0,10.0,10.0,0.39,47879.0,2019.0,
36553952,274790722,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Winnetka,Winnetka,City of Los Angeles,Los Angeles,CA,91306.0,Los Angeles,"Los Angeles, CA",US,United States,34.19957,-118.58569,Guest suite,Entire home/apt,4,1.0,1.0,2.0,,99.0,,,$500.00,$49.00,1,$0.00,1,28,5 weeks ago,14,38,68,158,33,98.0,10.0,10.0,10.0,10.0,7.12,47879.0,2019.0,
22533522,18611522,within an hour,96%,t,3.0,"Alhambra, CA, United States",Alhambra,Alhambra,Other Cities,Alhambra,CA,91801.0,Los Angeles,"Alhambra, CA",US,United States,34.09596,-118.15394,Guest suite,Private room,2,1.0,1.0,1.0,,59.0,,,$250.00,$35.00,1,$0.00,1,1125,today,5,5,5,5,87,96.0,10.0,10.0,10.0,10.0,3.84,11.0,2019.0,
38361493,227316261,within a few hours,90%,f,5.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038.0,Los Angeles,"Los Angeles, CA",US,United States,34.09297,-118.31101,House,Shared room,1,2.0,1.0,0.0,,25.0,,,,,1,$0.00,30,1125,3 months ago,0,12,42,42,1,20.0,2.0,2.0,2.0,10.0,0.88,47879.0,2019.0,
23374299,1416717,within an hour,89%,t,3.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90405.0,Los Angeles,"Santa Monica, CA",US,United States,34.00483,-118.47777,House,Entire home/apt,3,1.0,2.0,2.0,,159.0,,,"$1,000.00",$175.00,2,$25.00,31,1125,today,0,0,0,0,1,80.0,10.0,10.0,10.0,10.0,0.05,7166.0,2019.0,
14816078,5959138,within an hour,100%,f,7.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91201.0,Los Angeles,"Glendale, CA",US,United States,34.1705,-118.29417,House,Entire home/apt,2,1.0,0.0,1.0,,99.0,,,$200.00,$65.00,1,$0.00,1,1125,3 months ago,30,60,90,365,53,90.0,10.0,9.0,9.0,10.0,1.36,5273.0,2019.0,20.0
30315861,73832826,within a few hours,100%,t,3.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90046.0,Los Angeles,"West Hollywood, CA",US,United States,34.0906,-118.34845,Apartment,Entire home/apt,2,1.0,1.0,1.0,,130.0,,,"$3,000.00",$150.00,1,$0.00,31,1125,10 months ago,13,43,73,163,4,100.0,10.0,10.0,10.0,10.0,0.38,27938.0,2019.0,
26417823,30713954,within an hour,100%,f,12.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90017.0,Los Angeles,"Los Angeles, CA",US,United States,34.04923,-118.25792,Apartment,Entire home/apt,4,1.0,1.0,2.0,,199.0,,,$150.00,$139.00,4,$0.00,5,1125,today,10,20,21,21,26,95.0,10.0,10.0,9.0,10.0,1.53,47879.0,2019.0,
1024884,5619800,a few days or more,0%,f,1.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90014.0,Los Angeles,"Los Angeles, CA",US,United States,34.04715,-118.24894,Apartment,Entire home/apt,4,1.0,1.0,1.0,,140.0,,"$3,150.00",,$50.00,2,$20.00,2,30,4 months ago,0,0,4,279,26,96.0,10.0,10.0,10.0,10.0,0.33,47879.0,2019.0,
37772347,285691109,within an hour,100%,f,0.0,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026.0,Los Angeles,"Los Angeles, CA",US,United States,34.08892,-118.25383,Cabin,Private room,3,1.0,1.0,2.0,,65.0,,,$0.00,$20.00,1,$20.00,2,30,2 months ago,16,46,76,76,1,100.0,10.0,10.0,10.0,10.0,0.49,47879.0,2019.0,
38387720,46388132,within an hour,100%,t,12.0,"Inglewood, CA, United States",Inglewood,Inglewood,Other Cities,Inglewood,CA,90301.0,Los Angeles,"Inglewood, CA",US,United States,33.96201,-118.3604,Apartment,Entire home/apt,8,1.5,2.0,2.0,,149.0,,,$300.00,$50.00,4,$20.00,1,29,2 weeks ago,7,36,66,333,8,98.0,10.0,9.0,10.0,10.0,3.12,7980.0,2019.0,
1541542,1192353,within a few hours,93%,f,10.0,"Los Angeles, CA, United States",Mid-Wilshire,Fairfax,City of Los Angeles,Los Angeles,CA,90036.0,Los Angeles,"Los Angeles, CA",US,United States,34.08054,-118.34629,House,Private room,2,1.0,1.0,1.0,1300.0,60.0,$360.00,"$1,400.00",$200.00,$25.00,1,$0.00,1,1125,3 months ago,0,0,0,0,2,97.0,10.0,9.0,10.0,9.0,0.03,47879.0,2019.0,
32619602,230092492,within a few hours,100%,f,2.0,"Los Angeles, CA, United States",Sunland/Tujunga,Sunland,City of Los Angeles,Los Angeles,CA,91040.0,Los Angeles,"Los Angeles, CA",US,United States,34.26755,-118.31038999999998,House,Private room,2,1.0,1.0,1.0,,60.0,,,,,1,$0.00,2,14,3 months ago,30,60,89,89,4,100.0,10.0,10.0,10.0,10.0,0.44,47879.0,2019.0,
15485898,12831142,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Highland Park,Highland Park,City of Los Angeles,Los Angeles,CA,90042.0,Los Angeles,"Los Angeles, CA",US,United States,34.11176,-118.18158,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,,125.0,,,$750.00,$100.00,2,$50.00,3,1125,4 months ago,14,44,74,349,29,95.0,10.0,10.0,10.0,10.0,0.77,47879.0,2019.0,20.0
36081304,226104079,within an hour,78%,t,4.0,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90212.0,Los Angeles,"Beverly Hills, CA",US,United States,34.065220000000004,-118.39757,Apartment,Entire home/apt,2,1.0,1.0,1.0,,119.0,,,$0.00,$60.00,1,$0.00,1,1125,yesterday,10,29,59,149,13,91.0,9.0,9.0,9.0,9.0,3.0,8874.0,2019.0,
35971531,137877395,within an hour,100%,t,23.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90403.0,Los Angeles,"Santa Monica, CA",US,United States,34.02431,-118.50151,Apartment,Entire home/apt,4,2.0,2.0,2.0,,170.0,,,"$3,500.00",$100.00,1,$0.00,31,1125,4 months ago,15,45,75,165,1,100.0,10.0,10.0,10.0,10.0,0.22,7166.0,2019.0,
15469512,96324379,,,f,1.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90046.0,Los Angeles,"West Hollywood, CA",US,United States,34.092859999999995,-118.35448,Apartment,Entire home/apt,2,1.0,1.0,2.0,,100.0,,,,$60.00,1,$0.00,1,17,37 months ago,0,0,0,0,3,93.0,10.0,9.0,10.0,10.0,0.08,27938.0,2019.0,20.0
3513580,17691545,,,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038.0,Los Angeles,"Los Angeles, CA",US,United States,34.0851,-118.33047,Apartment,Entire home/apt,2,1.0,1.0,1.0,,105.0,,,$100.00,$50.00,1,$0.00,30,1125,41 months ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,0.02,47879.0,2019.0,
4948926,9464908,within an hour,100%,f,22.0,"Inglewood, CA, United States",Inglewood,Inglewood,Other Cities,Inglewood,CA,90302.0,Los Angeles,"Inglewood, CA",US,United States,33.97148,-118.34971000000002,Apartment,Private room,2,2.0,1.0,1.0,,40.0,$350.00,$750.00,$200.00,$20.00,2,$20.00,7,1125,3 weeks ago,2,32,62,152,14,80.0,9.0,7.0,9.0,8.0,0.24,7980.0,2019.0,
38022693,288284093,within an hour,95%,f,0.0,"Los Angeles, CA, United States",Mid-Wilshire,Pico-Union,City of Los Angeles,Los Angeles,CA,90006.0,Los Angeles,"Los Angeles, CA",US,United States,34.04244,-118.28414,House,Shared room,3,4.0,1.0,8.0,,12.0,,,,,1,$20.00,1,1125,today,27,27,27,27,4,65.0,7.0,6.0,7.0,7.0,1.19,47879.0,2019.0,
28703617,190220482,within an hour,99%,f,14.0,"Los Angeles, CA, United States",Hollywood,East Hollywood,City of Los Angeles,Los Angeles,CA,90029.0,Los Angeles,"Los Angeles, CA",US,United States,34.08647,-118.30816000000002,Apartment,Private room,2,1.0,1.0,1.0,,70.0,,,$0.00,$8.00,1,$10.00,1,1125,a week ago,0,0,0,0,51,89.0,9.0,10.0,10.0,9.0,3.53,47879.0,2019.0,
682179,1763193,within an hour,100%,t,14.0,"Los Angeles, CA, United States",Mid-Wilshire,Hancock Park,City of Los Angeles,Los Angeles,CA,90004.0,Los Angeles,"Los Angeles, CA",US,United States,34.07569,-118.32661,House,Shared room,2,1.0,1.0,3.0,,55.0,$275.00,$900.00,$150.00,$40.00,1,$40.00,1,365,4 weeks ago,30,60,90,365,36,92.0,9.0,9.0,10.0,10.0,0.41,47879.0,2019.0,
14965395,53436252,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-City,City of Los Angeles,Los Angeles,CA,90019.0,Los Angeles,"Los Angeles, CA",US,United States,34.04243,-118.36059,House,Private room,2,1.0,1.0,1.0,,45.0,,,$100.00,$25.00,1,$10.00,31,100,4 days ago,1,1,1,1,50,98.0,10.0,10.0,10.0,10.0,1.27,47879.0,2019.0,20.0
26003829,174642927,within a few hours,100%,f,42.0,"Los Angeles, CA, United States",Hollywood,East Hollywood,City of Los Angeles,Los Angeles,CA,90029.0,Los Angeles,"Los Angeles, CA",US,United States,34.08558,-118.30389,House,Shared room,1,5.0,1.0,1.0,,24.0,,,$0.00,$380.00,1,$0.00,30,1125,5 months ago,29,34,34,273,1,100.0,10.0,8.0,10.0,10.0,0.08,47879.0,2019.0,
25114149,74182110,,,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038.0,Los Angeles,"Los Angeles, CA",US,United States,34.08742,-118.31299,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,,63.0,,,$100.00,,1,$0.00,2,1125,16 months ago,0,0,0,0,25,85.0,9.0,8.0,9.0,8.0,1.36,47879.0,2019.0,
20087586,76585078,within an hour,100%,t,3.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90404.0,Los Angeles,"Santa Monica, CA",US,United States,34.02602,-118.48812,House,Entire home/apt,4,1.0,1.0,1.0,,130.0,,,"$3,500.00",$150.00,3,$10.00,30,1125,4 weeks ago,11,18,18,175,6,100.0,10.0,10.0,10.0,10.0,0.25,7166.0,2019.0,20.0
39158672,58106142,within an hour,100%,f,0.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91206.0,Los Angeles,"Glendale, CA",US,United States,34.15381,-118.24185,Apartment,Entire home/apt,3,1.0,1.0,2.0,,57.0,,,$0.00,$15.00,2,$0.00,1,15,2 weeks ago,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,2.45,5273.0,2019.0,
